brand;name;model;part_number;your_net_price;suggested_retail_price;ean;size;width;pcd;et;colour;center_bore;stock;next_delivery;photo;photo1;photo2;photo3;photo4;photo5;link_3d;youtube_link;release_date;description;outlet_colour;production_method;max_load;cn_code;suggested_retail_price_sale
SIXNINE WHEELS;SIXNINE FF-THREE 10x20 ET40 5x112 LiquidMetal;FF-THREE;SNFFTHREE2010ET405112-LiquidMetal;;754,99;;20”;10”;5x112;40;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2010_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;800;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x20 ET45 5x112 GlossyBlack;FF-THREE;SNFFTHREE2010ET455112-GlossyBlack;;629,99;;20”;10”;5x112;45;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2010_GlossyBlack_Hero.webp?width=2500;;;;;;;;;;;FlowForm;865;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x20 ET45 5x112 HyperSilver;FF-THREE;SNFFTHREE2010ET455112-HyperSilver;;629,99;;20”;10”;5x112;45;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2010_HyperSilver_Hero.webp?width=2500;;;;;;;;;;;FlowForm;865;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x20 ET45 5x112 PureBronze;FF-THREE;SNFFTHREE2010ET455112-PureBronze;;629,99;;20”;10”;5x112;45;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2010_PureBronze_Hero.webp?width=2500;;;;;;;;;;;FlowForm;865;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x20 ET45 5x112 LiquidMetal;FF-THREE;SNFFTHREE2010ET455112-LiquidMetal;;754,99;;20”;10”;5x112;45;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2010_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;865;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x20 ET40 5x120 GlossyBlack;FF-THREE;SNFFTHREE2010ET405120-GlossyBlack;;629,99;;20”;10”;5x120;40;GlossyBlack;72.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2010_GlossyBlack_Hero.webp?width=2500;;;;;;;;;;;FlowForm;800;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x20 ET40 5x120 HyperSilver;FF-THREE;SNFFTHREE2010ET405120-HyperSilver;;629,99;;20”;10”;5x120;40;HyperSilver;72.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2010_HyperSilver_Hero.webp?width=2500;;;;;;;;;;;FlowForm;800;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x20 ET40 5x120 PureBronze;FF-THREE;SNFFTHREE2010ET405120-PureBronze;;629,99;;20”;10”;5x120;40;PureBronze;72.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2010_PureBronze_Hero.webp?width=2500;;;;;;;;;;;FlowForm;800;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x20 ET40 5x120 LiquidMetal;FF-THREE;SNFFTHREE2010ET405120-LiquidMetal;;754,99;;20”;10”;5x120;40;LiquidMetal;72.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2010_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;800;;
SIXNINE WHEELS;SIXNINE FF-THREE 10.5x20 ET15 5x112 GlossyBlack;FF-THREE;SNFFTHREE20105ET155112-GlossyBlack;;669,99;;20”;10.5”;5x112;15;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_20105_GlossyBlack_Hero.webp?width=2500;;;;;;;;;;;FlowForm;650;;
SIXNINE WHEELS;SIXNINE FF-THREE 10.5x20 ET15 5x112 HyperSilver;FF-THREE;SNFFTHREE20105ET155112-HyperSilver;;669,99;;20”;10.5”;5x112;15;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_20105_HyperSilver_Hero.webp?width=2500;;;;;;;;;;;FlowForm;650;;
SIXNINE WHEELS;SIXNINE FF-THREE 10.5x20 ET15 5x112 PureBronze;FF-THREE;SNFFTHREE20105ET155112-PureBronze;;669,99;;20”;10.5”;5x112;15;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_20105_PureBronze_Hero.webp?width=2500;;;;;;;;;;;FlowForm;650;;
SIXNINE WHEELS;SIXNINE FF-THREE 10.5x20 ET15 5x112 LiquidMetal;FF-THREE;SNFFTHREE20105ET155112-LiquidMetal;;794,99;;20”;10.5”;5x112;15;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_20105_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;650;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x20 ET33 5x120 GlossyBlack;FF-THREE;SNFFTHREE2011ET335120-GlossyBlack;;689,99;;20”;11”;5x120;33;GlossyBlack;72.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2011_GlossyBlack_Hero.webp?width=2500;;;;;;;;;;;FlowForm;650;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x20 ET33 5x120 HyperSilver;FF-THREE;SNFFTHREE2011ET335120-HyperSilver;;689,99;;20”;11”;5x120;33;HyperSilver;72.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2011_HyperSilver_Hero.webp?width=2500;;;;;;;;;;;FlowForm;650;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x20 ET33 5x120 PureBronze;FF-THREE;SNFFTHREE2011ET335120-PureBronze;;689,99;;20”;11”;5x120;33;PureBronze;72.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2011_PureBronze_Hero.webp?width=2500;;;;;;;;;;;FlowForm;650;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x20 ET33 5x120 LiquidMetal;FF-THREE;SNFFTHREE2011ET335120-LiquidMetal;;814,99;;20”;11”;5x120;33;LiquidMetal;72.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2011_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;650;;
SIXNINE WHEELS;SIXNINE FF-THREE 9x21 ET22 5x112 GlossyBlack;FF-THREE;SNFFTHREE219ET225112-GlossyBlack;;669,99;;21”;9”;5x112;22;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2190_GlossyBlack_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 9x21 ET22 5x112 HyperSilver;FF-THREE;SNFFTHREE219ET225112-HyperSilver;;669,99;;21”;9”;5x112;22;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2190_HyperSilver_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 9x21 ET22 5x112 PureBronze;FF-THREE;SNFFTHREE219ET225112-PureBronze;;669,99;;21”;9”;5x112;22;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2190_PureBronze_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 9x21 ET22 5x112 LiquidMetal;FF-THREE;SNFFTHREE219ET225112-LiquidMetal;;794,99;;21”;9”;5x112;22;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2190_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 9x21 ET38 5x112 GlossyBlack;FF-THREE;SNFFTHREE219ET385112-GlossyBlack;;669,99;;21”;9”;5x112;38;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2190_GlossyBlack_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 9x21 ET38 5x112 HyperSilver;FF-THREE;SNFFTHREE219ET385112-HyperSilver;;669,99;;21”;9”;5x112;38;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2190_HyperSilver_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 9x21 ET38 5x112 PureBronze;FF-THREE;SNFFTHREE219ET385112-PureBronze;;669,99;;21”;9”;5x112;38;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2190_PureBronze_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 9x21 ET38 5x112 LiquidMetal;FF-THREE;SNFFTHREE219ET385112-LiquidMetal;;794,99;;21”;9”;5x112;38;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2190_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x21 ET23 5x112 GlossyBlack;FF-THREE;SNFFTHREE2110ET235112-GlossyBlack;;699,99;;21”;10”;5x112;23;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2110_GlossyBlack_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x21 ET23 5x112 HyperSilver;FF-THREE;SNFFTHREE2110ET235112-HyperSilver;;699,99;;21”;10”;5x112;23;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2110_HyperSilver_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x21 ET23 5x112 PureBronze;FF-THREE;SNFFTHREE2110ET235112-PureBronze;;699,99;;21”;10”;5x112;23;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2110_PureBronze_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x21 ET23 5x112 LiquidMetal;FF-THREE;SNFFTHREE2110ET235112-LiquidMetal;;824,99;;21”;10”;5x112;23;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2110_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x21 ET33 5x112 GlossyBlack;FF-THREE;SNFFTHREE2110ET335112-GlossyBlack;;699,99;;21”;10”;5x112;33;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2110_GlossyBlack_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x21 ET33 5x112 HyperSilver;FF-THREE;SNFFTHREE2110ET335112-HyperSilver;;699,99;;21”;10”;5x112;33;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2110_HyperSilver_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x21 ET33 5x112 PureBronze;FF-THREE;SNFFTHREE2110ET335112-PureBronze;;699,99;;21”;10”;5x112;33;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2110_PureBronze_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x21 ET33 5x112 LiquidMetal;FF-THREE;SNFFTHREE2110ET335112-LiquidMetal;;824,99;;21”;10”;5x112;33;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2110_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x21 ET35 5x114,3 GlossyBlack;FF-THREE;SNFFTHREE2110ET3551143-GlossyBlack;;699,99;;21”;10”;5x114.3;35;GlossyBlack;73.1;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2110_GlossyBlack_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x21 ET35 5x114,3 HyperSilver;FF-THREE;SNFFTHREE2110ET3551143-HyperSilver;;699,99;;21”;10”;5x114.3;35;HyperSilver;73.1;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2110_HyperSilver_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x21 ET35 5x114,3 PureBronze;FF-THREE;SNFFTHREE2110ET3551143-PureBronze;;699,99;;21”;10”;5x114.3;35;PureBronze;73.1;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2110_PureBronze_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x21 ET35 5x114,3 LiquidMetal;FF-THREE;SNFFTHREE2110ET3551143-LiquidMetal;;824,99;;21”;10”;5x114.3;35;LiquidMetal;73.1;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2110_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10.5x21 ET20 5x112 GlossyBlack;FF-THREE;SNFFTHREE21105ET205112-GlossyBlack;;749,99;;21”;10.5”;5x112;20;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_21105_GlossyBlack_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10.5x21 ET20 5x112 HyperSilver;FF-THREE;SNFFTHREE21105ET205112-HyperSilver;;749,99;;21”;10.5”;5x112;20;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_21105_HyperSilver_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10.5x21 ET20 5x112 PureBronze;FF-THREE;SNFFTHREE21105ET205112-PureBronze;;749,99;;21”;10.5”;5x112;20;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_21105_PureBronze_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10.5x21 ET20 5x112 LiquidMetal;FF-THREE;SNFFTHREE21105ET205112-LiquidMetal;;874,99;;21”;10.5”;5x112;20;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_21105_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 11.5x21 ET17 5x112 GlossyBlack;FF-THREE;SNFFTHREE21115ET175112-GlossyBlack;;829,99;;21”;11.5”;5x112;17;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_21115_GlossyBlack_Hero.webp?width=2500;;;;;;;;;;;FlowForm;650;;
SIXNINE WHEELS;SIXNINE FF-THREE 11.5x21 ET17 5x112 HyperSilver;FF-THREE;SNFFTHREE21115ET175112-HyperSilver;;829,99;;21”;11.5”;5x112;17;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_21115_HyperSilver_Hero.webp?width=2500;;;;;;;;;;;FlowForm;650;;
SIXNINE WHEELS;SIXNINE FF-THREE 11.5x21 ET17 5x112 PureBronze;FF-THREE;SNFFTHREE21115ET175112-PureBronze;;829,99;;21”;11.5”;5x112;17;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_21115_PureBronze_Hero.webp?width=2500;;;;;;;;;;;FlowForm;650;;
SIXNINE WHEELS;SIXNINE FF-THREE 11.5x21 ET17 5x112 LiquidMetal;FF-THREE;SNFFTHREE21115ET175112-LiquidMetal;;954,99;;21”;11.5”;5x112;17;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_21115_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;650;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x22 ET10 5x112 GlossyBlack;FF-THREE;SNFFTHREE2211ET105112-GlossyBlack;;949,99;;22”;11”;5x112;10;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2211_GlossyBlack_Hero.webp?width=2500;;;;;;;;;;;FlowForm;910;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x22 ET10 5x112 HyperSilver;FF-THREE;SNFFTHREE2211ET105112-HyperSilver;;949,99;;22”;11”;5x112;10;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2211_HyperSilver_Hero.webp?width=2500;;;;;;;;;;;FlowForm;910;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x22 ET10 5x112 PureBronze;FF-THREE;SNFFTHREE2211ET105112-PureBronze;;949,99;;22”;11”;5x112;10;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2211_PureBronze_Hero.webp?width=2500;;;;;;;;;;;FlowForm;910;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x22 ET10 5x112 LiquidMetal;FF-THREE;SNFFTHREE2211ET105112-LiquidMetal;;1074,99;;22”;11”;5x112;10;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2211_HyperShine_Hero.webp?width=2500;;;;;;;;;;;FlowForm;910;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x22 ET20 5x132 GlossyBlack;FF-THREE;SNFFTHREE2211ET205132-GlossyBlack;;949,99;;22”;11”;5x132;20;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2211B_GlossyBlack_Hero.webp;;;;;;;;;;;FlowForm;960;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x22 ET20 5x132 HyperSilver;FF-THREE;SNFFTHREE2211ET205132-HyperSilver;;949,99;;22”;11”;5x132;20;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2211B_HyperSilver_Hero.webp;;;;;;;;;;;FlowForm;960;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x22 ET20 5x132 PureBronze;FF-THREE;SNFFTHREE2211ET205132-PureBronze;;949,99;;22”;11”;5x132;20;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2211B_PureBronze_Hero.webp;;;;;;;;;;;FlowForm;960;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x22 ET20 5x132 LiquidMetal;FF-THREE;SNFFTHREE2211ET205132-LiquidMetal;;1074,99;;22”;11”;5x132;20;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2211B_LiquidMetal_Hero.webp;;;;;;;;;;;FlowForm;960;;
SIXNINE WHEELS;SIXNINE FF-THREE 11,5x22 ET20 5x132 GlossyBlack;FF-THREE;SNFFTHREE22115ET205132-GlossyBlack;;989,99;;22”;11.5”;5x132;20;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_22115_GlossyBlack_Hero.webp;;;;;;;;;;;FlowForm;910;;
SIXNINE WHEELS;SIXNINE FF-THREE 11,5x22 ET20 5x132 HyperSilver;FF-THREE;SNFFTHREE22115ET205132-HyperSilver;;989,99;;22”;11.5”;5x132;20;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_22115_HyperSilver_Hero.webp;;;;;;;;;;;FlowForm;910;;
SIXNINE WHEELS;SIXNINE FF-THREE 11,5x22 ET20 5x132 PureBronze;FF-THREE;SNFFTHREE22115ET205132-PureBronze;;989,99;;22”;11.5”;5x132;20;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_22115_PureBronze_Hero.webp;;;;;;;;;;;FlowForm;910;;
SIXNINE WHEELS;SIXNINE FF-THREE 11,5x22 ET20 5x132 LiquidMetal;FF-THREE;SNFFTHREE22115ET205132-LiquidMetal;;1174,99;;22”;11.5”;5x132;20;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_22115_LiquidMetal_Hero.webp;;;;;;;;;;;FlowForm;910;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x22 ET27 5x112 GlossyBlack;FF-THREE;SNFFTHREE2211ET275112-GlossyBlack;;949,99;;22”;11”;5x112;27;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2211B_GlossyBlack_Hero.webp;;;;;;;;;;;FlowForm;960;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x22 ET27 5x112 HyperSilver;FF-THREE;SNFFTHREE2211ET275112-HyperSilver;;949,99;;22”;11”;5x112;27;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2211B_HyperSilver_Hero.webp;;;;;;;;;;;FlowForm;960;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x22 ET27 5x112 PureBronze;FF-THREE;SNFFTHREE2211ET275112-PureBronze;;949,99;;22”;11”;5x112;27;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2211B_PureBronze_Hero.webp;;;;;;;;;;;FlowForm;960;;
SIXNINE WHEELS;SIXNINE FF-THREE 11x22 ET27 5x112 LiquidMetal;FF-THREE;SNFFTHREE2211ET275112-LiquidMetal;;1074,99;;22”;11”;5x112;27;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2211B_LiquidMetal_Hero.webp;;;;;;;;;;;FlowForm;960;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x22 ET30 5x112 GlossyBlack;FF-THREE;SNFFTHREE2210ET305112-GlossyBlack;;919,99;;22”;10”;5x112;30;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2210_GlossyBlack_Hero.webp;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x22 ET30 5x112 HyperSilver;FF-THREE;SNFFTHREE2210ET305112-HyperSilver;;919,99;;22”;10”;5x112;30;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2210_HyperSilver_Hero.webp;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x22 ET30 5x112 PureBronze;FF-THREE;SNFFTHREE2210ET305112-PureBronze;;919,99;;22”;10”;5x112;30;PureBronze;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2210_PureBronze_Hero.webp;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-THREE 10x22 ET30 5x112 LiquidMetal;FF-THREE;SNFFTHREE2210ET305112-LiquidMetal;;1044,99;;22”;10”;5x112;30;LiquidMetal;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/FF-THREE_2210_LiquidMetal_Hero.webp;;;;;;;;;;;FlowForm;850;;
SIXNINE WHEELS;SIXNINE FF-TWO 10x21 ET35 5x112 GlossyBlack;FF-TWO;SNFFTWO2110ET355112-GlossyBlack;;649,99;;21”;10”;5x112;35;GlossyBlack;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/TWO_Black_Hero.png?v=1728038746&width=713;;;;;;;;;;;FlowForm;725;;
SIXNINE WHEELS;SIXNINE FF-TWO 10x21 ET35 5x112 HyperSilver;FF-TWO;SNFFTWO2110ET355112-HyperSilver;;649,99;;21”;10”;5x112;35;HyperSilver;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/TWO_Silver_Hero.png?v=1728038736&width=713;;;;;;;;;;;FlowForm;725;;
SIXNINE WHEELS;SIXNINE OEM+ONE 8.5x19 ET35 5x100 OEM-SILVER;OEM+ONE;SNOEMONE1985ET355100-OEM-SILVER;;499,99;;19”;8.5”;5x100;35;OEM-SILVER;57.1;99;;https://sixnine-wheels.com/cdn/shop/files/OEM_ONE_985_Silver_Hero.webp?v=1758876903&width=1346;;;;;;;;;;;FlowForm;600;;
SIXNINE WHEELS;SIXNINE OEM+ONE 8.5x19 ET40 5x112 OEM-SILVER;OEM+ONE;SNOEMONE1985ET405112-OEM-SILVER;;499,99;;19”;8.5”;5x112;40;OEM-SILVER;66.6;99;;https://sixnine-wheels.com/cdn/shop/files/OEM_ONE_985_Silver_Hero.webp?v=1758876903&width=1346;;;;;;;;;;;FlowForm;600;;
